Accession	H3K4	H3K36	H2AK7	H2AZK14	H2BK11	H2BK16	H3Nterm	H3K9	H3K14	H3K18	H3K23	H3K27	H3K56	H4Nterm	H4K8	H4K12	H4K16	H2A	H2B	H3	H4	H2AZ
YOR307C 	-0.291627267	0.2943295620	-0.079828875	-0.582732187	-0.454312006	-0.236302205	-0.689905543	-0.449319654	-0.341988516	-0.113186017	-0.282230326	-0.289689694	-0.143490709	-0.698777890	-0.310426233	-0.026979117	-0.060946325	0.2034218600	0.0019784440	0.1527176700	0.0184533190	0.0921406870
YOR308C 	0.2912215300	0.5157670620	-0.101081649	-1.023349760	-0.228840514	-0.343221789	-0.323461002	-0.405646619	-0.267531039	-0.229226133	-0.222176914	-0.284965503	-0.103154246	-0.319349094	-0.090140222	-0.367279477	-0.051721137		0.0502871420	-0.087282330	-0.060832395	
YOR309C 	0.1022284790	0.2595795620		0.1131175000			0.1151182900						-0.658044376	0.4279669370				0.1878801910	0.0827644380	-0.035782330	0.0818818900	0.1174084400
YOR310C 	0.1022284790	0.2595795620		0.1131175000			0.1151182900						-0.658044376	0.4279669370				0.1878801910	0.0827644380	-0.035782330	0.0818818900	0.1174084400
YOR311C 	-0.078108401	0.1281003950		-0.316856484			-0.278737456						-0.088249732	-0.134684129					-0.144582870	-0.139532330	-0.287546681	0.5913577220
YOR312C 	-1.304399185	0.0416956330		-0.492239421			-0.174863413						-0.496534998	-0.456405123				-1.074930104	-0.654067322	-0.443532330	-0.652689538	-2.002610398
YOR313C 	-0.194966699			-1.190709625			-0.588916890							-0.977218033					-0.054274537	-0.176532330	-0.077403824	-2.877613551
YOR314W 	-0.194966699			-1.190709625			-0.588916890							-0.977218033					-0.054274537	-0.176532330	-0.077403824	-2.877613551
YOR315W 	-0.004530954	-0.480947224		-1.443670008			-0.203717314						-0.571738779	-0.564607251				-1.013463728	-0.596801128	-0.650532330	-0.489260967	-1.051791004
YOR316C 	0.1685924510	-0.689590081					0.2940124750						0.6901060390	0.0369965810				-0.070903912	0.0345070740	-0.166282330	-0.157403824	-0.086819733
YOR317W 	-0.453209111	-0.460816271		-1.413256883			-0.352314903							-0.796881153				-1.006476755	-0.369779389	-0.401782330	-0.430118110	-2.221445291
YOR318C 	-0.083879181	-0.422045438	-0.581331902	-0.454473736	-0.666011920	-0.476559868	-0.056562420	-0.425479456	-0.473765852	-0.285376927	-0.292250215	-0.096748226	-0.024487648	-0.030810086	-0.671586165	-0.557934022	-0.828975975	-0.546833317	-0.210512591	-0.435282330	-0.360689538	1.0343790310
YOR319W 	-0.083879181	-0.422045438	-0.581331902	-0.454473736	-0.666011920	-0.476559868	-0.056562420	-0.425479456	-0.473765852	-0.285376927	-0.292250215	-0.096748226	-0.024487648	-0.030810086	-0.671586165	-0.557934022	-0.828975975	-0.546833317	-0.210512591	-0.435282330	-0.360689538	1.0343790310
YOR320C 	0.2219721680	-0.476804367	-0.204519766	-0.612194347	-0.410797350	-0.219356704	-0.671150507	-0.311882055	-0.214410835	-0.708435827	-0.397476336	-0.668991317	-0.003734562	-0.384270371	-0.431384799	-0.462549641	-0.481037405	0.0456071490	0.1215608140	-0.077782330	0.0414533190	0.7882514290
YOR321W 	0.2219721680	-0.476804367	-0.204519766	-0.612194347	-0.410797350	-0.219356704	-0.671150507	-0.311882055	-0.214410835	-0.708435827	-0.397476336	-0.668991317	-0.003734562	-0.384270371	-0.431384799	-0.462549641	-0.481037405	0.0456071490	0.1215608140	-0.077782330	0.0414533190	0.7882514290
YOR322C 	0.0488487630	0.6091242050	0.1854066920	-0.055422385	0.4333420480	0.1699256470	-0.294607102	0.1386687650	0.1446050910	0.3020408340	0.0495623820	0.2381656360	0.1041301050	-0.124585264	0.2946064260	0.2607249540	0.2784694620	0.3003200410	0.2112383320	0.1867176700	-0.031260967	0.9664541800
YOR323C 	-0.281528401	-0.034661509	-0.468189294	0.1466670080	-0.642678616	-0.771591445	-0.099843271	-0.137147505	-0.702450965	-0.365204394	-0.864425952	-0.929077550	-0.184815079	0.0211269350	-1.051464242	-0.615271253	-0.524319647	0.3382584580	-0.031785539	0.0769676700	0.0721676050	0.3493785220
YOR324C 	-0.016072514	-0.047232938		0.1320721850			-0.050791640						0.1307717340	-0.048122427				-0.013482971	-0.150965466	-0.184782330	-0.207689538	0.6927773530
YOR325W 	-0.281528401	-0.034661509	-0.468189294	0.1466670080	-0.642678616	-0.771591445	-0.099843271	-0.137147505	-0.702450965	-0.365204394	-0.864425952	-0.929077550	-0.184815079	0.0211269350	-1.051464242	-0.615271253	-0.524319647	0.3382584580	-0.031785539	0.0769676700	0.0721676050	0.3493785220
YOR326W 	-0.016072514	-0.047232938		0.1320721850			-0.050791640						0.1307717340	-0.048122427				-0.013482971	-0.150965466	-0.184782330	-0.207689538	0.6927773530
YOR327C 	-0.042041025	-0.607649605		-0.168578942			0.1237744600						0.1804636330	0.1250009780				-0.106492415	-0.064723927	-0.075782330	-0.107118110	-0.280045774
YOR328W 	-0.042041025	-0.607649605		-0.168578942			0.1237744600						0.1804636330	0.1250009780				-0.106492415	-0.064723927	-0.075782330	-0.107118110	-0.280045774
YOR329C 	-0.258445281	0.2803295620	0.3141263130	0.5286482010	0.1315673870	0.1513790240	-0.138796037	0.3029044230	0.1949365430	0.1809569620	0.1499571590	-0.029730462	-0.155372606	0.0225696300	0.3274011840	0.3693131500	0.3402396520		0.3198790520	0.1564676700	0.1138818900	1.1360173320
YOR330C 	-0.479177622	-0.382482938	-0.351994497	0.6328863670	-0.399672548	-0.461776865	-0.036364689	-0.147842140	-0.468991292	-0.437963767	-0.596835068	-0.429749447	-0.235269876	-0.056778597	-0.079187611	-0.286683032	-0.832125066	-0.124049455	0.0121049080	-0.021032330	0.0773104620	1.4262310400
YOR331C 	0.4196213880	0.0350527760		0.4677754970			-0.081088236						-0.214455386	0.1812660850					0.1028223020	-0.028782330	-0.231403824	
YOR332W 	-0.479177622	-0.382482938	-0.351994497	0.6328863670	-0.399672548	-0.461776865	-0.036364689	-0.147842140	-0.468991292	-0.437963767	-0.596835068	-0.429749447	-0.235269876	-0.056778597	-0.079187611	-0.286683032	-0.832125066	-0.124049455	0.0121049080	-0.021032330	0.0773104620	1.4262310400
YOR333C 	-0.740305424	0.8363384910					-0.523995613							-0.793995763					-0.209509208	0.3112176700	0.0686437950	-1.323802420
YOR334W 	0.4196213880	0.0350527760		0.4677754970			-0.081088236						-0.214455386	0.1812660850					0.1028223020	-0.028782330	-0.231403824	
YOR335C 	0.0329791170	-0.283375795		0.6633496980			0.5551402770						-0.328782528	0.3442906250				-0.127638762	-0.118510098	-0.233032330	-0.113403824	0.7094913730
YOR336W 	0.0329791170	-0.283375795		0.6633496980			0.5551402770						-0.328782528	0.3442906250				-0.127638762	-0.118510098	-0.233032330	-0.113403824	0.7094913730
YOR337W 	0.0488487630	-0.170232938	-0.091138894	0.3059475490	-0.292895290	-0.191318235	0.5277290720	0.1802414540	-0.098157987	0.1969675690	-0.315433876	-0.040086992	0.0760928720	0.2620570070	-0.427222561	-0.111780105	-0.246529307	-0.136381110	-0.086609293	-0.219032330	-0.358260967	0.1396587250
YOR338W 	-0.508031523	0.2595795620	-0.745021605	-1.078381846	-0.631448824	-1.039636387	-1.049136608	-0.863355724	-0.896676856	-1.180508719	-0.932180774	-0.787572626	-0.385341664	-0.770912642	-0.900624911	-0.776958308	-0.657887786	0.1228536190	-0.085361854	-0.024032330	-0.158118110	-1.791093285
YOR339C 	-0.096863436	0.5323295620		-0.315091403			-0.448975471						0.6551462190	-0.394369236					0.2120509520	0.2457176700	0.1663104620	-0.419639193
YOR340C 	0.2104306080	-0.046857938		0.1828662090			0.2983405600						-0.047401911	0.3500614050				-0.136828571	-0.052885998	-0.191282330	-0.171118110	-0.103720122
YOR341W 	0.2104306080	-0.046857938		0.1828662090			0.2983405600						-0.047401911	0.3500614050				-0.136828571	-0.052885998	-0.191282330	-0.171118110	-0.103720122
YOR342C 	0.0257656420	-0.146732938		0.1136043290			0.3661472270						-0.251125426	0.2865828230				-1.008627579	-0.449496688	-0.419032330	-0.322118110	-2.134970651
YOR343C 	0.1382958550	-0.884545438		-0.272576644			0.1382014110						0.0854824980	0.2346458010				0.0525266550	0.0413612570	-0.154532330	-0.084975252	-0.122883077
YOR344C 	-0.464750672	-0.842804367		-0.994218939			-0.081088236							-0.736287961					-1.350739200	-0.888282330	-1.249689537	
YOR345C 	-0.770602020	0.8341003950		-0.844939610			-0.815420010						-0.060308688	-0.858917040					-0.222990242	0.1167176700	0.1363104620	
YOR346W 		-0.310107938		-0.258144091															0.0610113120			
YOR347C 	-0.115618472	-0.501161509	-0.329937914	-0.696076550	-0.252989872	-0.239090552	-0.486485542	-0.369314205	-0.349409931	-0.568993489	-0.541857822	-0.354927677	0.0721920250	-0.218360441	-0.551732011	-0.550527199	-0.297463099	0.1810744250	0.0754603690	-0.248032330	-0.091489538	0.6589733910
YOR348C 	0.1685924510	-0.195482938	-0.471206718	-0.705626901	-0.430319434	-0.462566940	0.1439721910	-0.147335855	-0.505917035	-0.083527594	-0.408375289	0.0357087290	0.0855554650	0.1451987090	-0.293054526	-0.240077964	-0.221549693	-0.812180103	-0.478612218			-1.478201313
YOR349W 	0.1685924510	-0.195482938	-0.471206718	-0.705626901	-0.430319434	-0.462566940	0.1439721910	-0.147335855	-0.505917035	-0.083527594	-0.408375289	0.0357087290	0.0855554650	0.1451987090	-0.293054526	-0.240077964	-0.221549693	-0.812180103	-0.478612218			-1.478201313
YOR350C 	0.4643449350	-0.222518652	-0.297035394		0.1214479770	-0.091063195	0.1309879350	-0.385911597	-0.016474077	-0.056718127	-0.328073014	-0.033675147	0.2797916820	0.2678277870	-0.334676782	-0.270026934	0.3838552180		0.0365760760	0.0829676700	0.0247390330	0.7870408780
YOR351C 	-0.083879181	-0.062532938	-0.356677084	-0.442682622	-0.581804132	-0.243477296	-0.373955329	-0.477090462	-0.193373126	-0.691744934	-0.506197271	-0.448953168	0.0575523750	-0.297708669	-0.421939031	-0.533491878	0.0025062230	0.3937042390	0.4247755580	0.3159676700	0.1981676050	0.4918335940
YOR352W 	-0.083879181	-0.062532938	-0.356677084	-0.442682622	-0.581804132	-0.243477296	-0.373955329	-0.477090462	-0.193373126	-0.691744934	-0.506197271	-0.448953168	0.0575523750	-0.297708669	-0.421939031	-0.533491878	0.0025062230	0.3937042390	0.4247755580	0.3159676700	0.1981676050	0.4918335940
YOR353C 	0.3316169910	0.1324545620		-0.327336741			-0.218144264						-0.128172818	0.1466414040					-0.033072559	0.1593010040	0.5688104620	0.7083407050
YOR354C 	0.0127813870	-0.774670438		-0.576684384			0.3127675110							0.0081426800				-0.366503506	-0.381930623	-0.591032330	-0.333975252	
YOR355W 	0.4008663530	-0.021045438		-1.034686366			-0.218144264						-1.438969332	-0.662710514				-0.484080021	-0.240869535	-0.247282330	-0.384689538	-1.624283281
YOR356W 	-0.000202868	0.1274337290	-0.404256883		-0.217193019	-0.286766834	-0.461959726	-0.295582923	-0.470737546	-0.320133114	-0.292349330	-0.135099157	-0.141527590	-0.554508386	-0.504747858	-0.224971874	-0.170271042	0.2910822200	-0.079362964			-1.013060364
YOR357C 	0.1729205360	-0.624045438		0.9633790030			0.3647045320						0.5317917550	0.5044297740				0.1965332320	0.2180829880	-0.047532330	0.0071676050	1.1367980719
YOR358W 	0.1729205360	-0.624045438		0.9633790030			0.3647045320						0.5317917550	0.5044297740				0.1965332320	0.2180829880	-0.047532330	0.0071676050	1.1367980719
YOR359W 	0.0849161390	0.0587670620					0.0184577220						-0.008023674	-0.059663987				0.2627407620	-0.023066681	-0.046532330	-0.008260967	0.3064943170
YOR360C 	0.2118733030	0.3414099190		-0.515269880			-0.140238732						0.3312989880	-0.097174058				-0.017723593	0.2262188590	-0.082782330	-0.164975252	-0.482628042
YOR361C 	-0.060796060	0.2948295620					-0.108499441						-0.058553178	0.0687358720				-0.183728078	-0.078317857	-0.102282330	-0.103260967	-0.819302352
YOR362C 	-0.258445281						0.1656126160							0.4726904830					0.4085658850	-0.153532330	-0.094089538	
YOR363C 	-0.026171379	-0.283804367		0.8602082070			0.2954551700						0.0768347950	0.1437560140				0.3156444790	0.0073777300	-0.033032330	-0.063546681	
YOR364W 	-0.026171379	-0.283804367		0.8602082070			0.2954551700						0.0768347950	0.1437560140				0.3156444790	0.0073777300	-0.033032330	-0.063546681	
YOR365C 	-0.252674501	-0.176566271					-0.187847669						0.0205685480	-0.414566967					0.1641025160	-0.005282330	0.0881676050	-0.524172836
YOR366W 	-0.026171379	-0.283804367		0.8602082070			0.2954551700						0.0768347950	0.1437560140				0.3156444790	0.0073777300	-0.033032330	-0.063546681	
YOR367W 	-0.252674501	-0.176566271					-0.187847669						0.0205685480	-0.414566967					0.1641025160	-0.005282330	0.0881676050	-0.524172836
YOR368W 	0.3922101830	-0.132947224		0.2916246920			0.5984211290						-0.449640321	0.5794499160				0.0921049650	-0.026823845	-0.042532330	0.0298818900	
YOR369C 	-0.933626560	0.2085170620					0.3026686450							-0.336661435				-0.479810118	-0.660541790	-0.466532330	-0.426118110	-2.038140619
YOR370C 	0.3777832320	0.7841420620	-0.148257818	0.0372121220	0.0665079990	0.4009170330	0.2940124750	0.0728189640	-0.168692629	0.4722831100	-0.250381668	-0.062746002	0.1414839000	0.3269782840	-0.136535069	-0.229242739	-0.305028049	0.2993184440	0.1185999100			-1.005600330
YOR371C 	-0.059353365	0.5783295620		-0.545937220			-0.678363983						0.1892678870	-0.626643138				0.3758642270	-0.019897564	0.0322176700	0.0580247480	0.8544947950
YOR372C 	0.3662416720	-0.356732938	-0.034846754	0.2256893650	-0.127050169	-0.004069233	-0.385496889	-0.255630649	-0.233686035	-0.175884455	-0.175652478	-0.441149113	-0.027874336	-0.014940441	-0.388005976	-0.217826255	-0.210056348	-0.110438364	0.1575433670	0.1179676700	0.0303104620	1.3903540809
YOR373W 	0.3662416720	-0.356732938	-0.034846754	0.2256893650	-0.127050169	-0.004069233	-0.385496889	-0.255630649	-0.233686035	-0.175884455	-0.175652478	-0.441149113	-0.027874336	-0.014940441	-0.388005976	-0.217826255	-0.210056348	-0.110438364	0.1575433670	0.1179676700	0.0303104620	1.3903540809
YOR374W 	0.0777026640	-0.156947224	-0.916363233		-1.058139262	-1.290292503	-0.663937032	-1.084933697	-1.658411456	-1.806668216	-1.203676516	-1.133341512	0.6018809770	-0.602117322	-0.627260972	-0.914760964	-0.444259064	0.0689350620	0.0141236980	-0.120032330	-0.164439538	0.5669205660
YOR375C 	-0.075223011	-0.091045438		0.0490725550			0.0949205590							-0.115929093					-0.127004212	-0.087282330	-0.101403824	-2.383216711
YOR376W 	-0.075223011	-0.091045438		0.0490725550			0.0949205590							-0.115929093					-0.127004212	-0.087282330	-0.101403824	-2.383216711
YOR377W 	0.8264613900	0.9874337290		-0.357028223			-0.212373484						0.4044918420	0.0095853750				0.4823901400	0.3554000890	0.1989676700	0.1745104620	-0.465934408
YOR378W 	-0.630660601	0.5560170620					-0.697119018						0.4110670520	-0.427551222				-0.006261547	0.2084194060	0.2544676700	0.1177390330	0.0228520390
YOR379C 	0.5494639420	-0.036482938	-0.085054703	0.4520341180	0.0286549540	-0.093715711	-0.317690222	-0.119182737	-0.011695373	-0.577843365	-0.129388976	0.1010981980	0.0931353150	0.4438365820	0.3911431610	0.3351791530	-0.224193357		0.1789333050	0.1634676700	0.1853104620	
YOR380W 	0.5494639420	-0.036482938	-0.085054703	0.4520341180	0.0286549540	-0.093715711	-0.317690222	-0.119182737	-0.011695373	-0.577843365	-0.129388976	0.1010981980	0.0931353150	0.4438365820	0.3911431610	0.3351791530	-0.224193357		0.1789333050	0.1634676700	0.1853104620	
YOR381W 	0.2912215300	0.1132045620		-0.073467951			-0.130139867							0.0326684960				0.1617695710	0.5571205980	0.1057176700	0.0791676050	0.2038509000
YOR382W 	-0.365204714	-0.828982938	-0.767733275		-0.201426760	-0.384765821	-0.021937739	-0.462263129	-0.568016081	-0.951216956	-0.389949730	-0.107420946	0.2279626650	-0.094288668	-0.425264134	-0.202961109	-0.260747392	0.1020876760	0.4257101700	0.1219676700	0.0981676050	1.0109713730
YOR383C 	-0.124274642	0.9242045620	-0.610419770	-0.799262198	-0.605176732	-0.720073071	-0.358085683	-0.425459353	-1.148751625	-0.866482099	-0.556310200	-0.692577960	0.1273165570	-0.538638740	-0.392590236	-0.954084959	-0.116041634	0.2528865010	0.2860254290	0.1589676700	-0.028403824	-1.756239139
YOR384W 	-0.124274642	0.9242045620	-0.610419770	-0.799262198	-0.605176732	-0.720073071	-0.358085683	-0.425459353	-1.148751625	-0.866482099	-0.556310200	-0.692577960	0.1273165570	-0.538638740	-0.392590236	-0.954084959	-0.116041634	0.2528865010	0.2860254290	0.1589676700	-0.028403824	-1.756239139
YOR385W 	0.9447623830	0.2144813480					0.5017605610							0.3933422560				0.3013484680	0.3320227250	-0.122782330	-0.000260967	0.1609225010
YOR386W 	0.2854507500	0.5780170620	-0.287061368	-0.582838440	-0.355609178	-0.212315027	-0.148894903	-0.330886727	-0.129036726	-0.667089450	-0.207537739	-0.390338544	0.7873676130	-0.056778597	-0.313642707	-0.199871220	-0.022844003	0.2094772000	0.4502597480	0.1307176700	0.1425961760	-0.115643054
YOR387C 	-1.248134079	-0.480357938	-0.642086520		-0.475384373	-0.412536043	-0.815420010	-0.378351135	-0.333386447	-1.000283851	-0.319937447	-0.549768969	0.5461247380	-0.879114770	-0.685451615	-0.583159638	-0.111369526	0.0895746050	0.4161990200	0.1379676700	0.0078818900	0.6389237480
YOR388C 	-1.036057908	-0.472661509		-1.196329455			-0.724530224							-0.694449805				-0.157765876	0.3485301110	0.0539676700	0.0881676050	-0.186388287
YOR389W 	-1.036057908	-0.472661509		-1.196329455			-0.724530224							-0.694449805				-0.157765876	0.3485301110	0.0539676700	0.0881676050	-0.186388287
YOR390W 	-0.430125991	0.0848295620	0.0016569180		-0.020804585	-0.145247243	-0.062333200	-0.535593292	-0.368459597	-0.909952376	-0.121626536	-0.024449692	-0.117641453	-0.056778597	0.0989056950	0.0710085990	0.2335763300		0.2444089570	0.0047176700	0.0643104620	
YOR391C 	-1.565526988	-0.956920438	-0.044353044	-0.278358734	-0.825816425	-0.805255476	-0.760597600	-0.715628840	-0.351957325	-1.064279054	-0.438487042	-0.238066968	-0.342138817	-0.737730656	0.0302569640	0.1469441170	0.2550831010	0.6741832220	0.1745140180	0.3669676700	0.2178818900	0.5284741900
YOR392W 	-0.660957197	0.0516242050		-0.020780966			-0.304705967						-0.005190122	-0.307807534				0.4998573250	0.3489360090			0.0201808020
YOR393W 	-1.565526988	-0.956920438	-0.044353044	-0.278358734	-0.825816425	-0.805255476	-0.760597600	-0.715628840	-0.351957325	-1.064279054	-0.438487042	-0.238066968	-0.342138817	-0.737730656	0.0302569640	0.1469441170	0.2550831010	0.6741832220	0.1745140180	0.3669676700	0.2178818900	0.5284741900
YOR394W 	-1.150030815	-0.854545438		-1.475417283			-1.127042139						-0.115684946	-1.405698460				0.3589229820	0.4947370250	0.4342176700	0.2824533190	-0.797136409
YPL001W 	0.2061025220	-0.241732938		0.5804511140			0.4873336110						0.2031478260	0.7525733210				0.1946452610	-0.140094087	0.0449676700	0.0883104620	1.0467551209
YPL002C 	0.2061025220	-0.241732938		0.5804511140			0.4873336110						0.2031478260	0.7525733210				0.1946452610	-0.140094087	0.0449676700	0.0883104620	1.0467551209
YPL003W 	0.0026825220	0.0171670620		0.1353534090			-0.150337598						0.4406966010	0.1293290630					-0.002587181	-0.070032330	-0.177189538	-0.488507405
YPL004C 	0.0026825220	0.0171670620		0.1353534090			-0.150337598						0.4406966010	0.1293290630					-0.002587181	-0.070032330	-0.177189538	-0.488507405
YPL005W 	-0.068009535	0.1611003950	-0.058279569	0.3946078950	0.2522274940	0.2678448070	-0.023380434	0.0884842190	0.4194098390	-0.023264907	0.1113601920	-0.107880223	0.0551806780	-0.147668384	-0.116493804	0.2002849320	0.4975065300	0.1076163140	0.0966053070	0.2407176700	0.1387390330	0.4606245310
YPL006W 	0.7572120280	-0.658232938		0.9757895390			0.6849828310						0.5749777560	0.6674543140				0.3943700270	0.4540490710	0.4097176700	0.4051104620	0.8259370579
YPL007C 	0.7572120280	-0.658232938		0.9757895390			0.6849828310						0.5749777560	0.6674543140				0.3943700270	0.4540490710	0.4097176700	0.4051104620	0.8259370579
YPL008W 	0.2883361400	0.1362670620		0.3293715690			0.1180036800						0.2046984910	0.0427673610				0.5436592470	0.3578091860	-0.113282330	0.0774533190	0.5042433270
YPL009C 	0.2883361400	0.1362670620		0.3293715690			0.1180036800						0.2046984910	0.0427673610				0.5436592470	0.3578091860	-0.113282330	0.0774533190	0.5042433270
YPL010W 	0.2205294730	-0.439107938		0.2651410300			0.2161069430						-0.221854149	0.3428479300				-0.022701727	0.1500805280	0.2397176700	0.1773104620	1.5406581330
YPL011C 	0.2205294730	-0.439107938		0.2651410300			0.2161069430						-0.221854149	0.3428479300				-0.022701727	0.1500805280	0.2397176700	0.1773104620	1.5406581330
YPL012W 	0.1570508910	-0.254066271		0.3789538540			-0.115712917						-0.048342744	0.1956930350				0.2075481030	-0.028153206	-0.009532330	-0.052356205	0.3588522800
YPL013C 	0.1570508910	-0.254066271		0.3789538540			-0.115712917						-0.048342744	0.1956930350				0.2075481030	-0.028153206	-0.009532330	-0.052356205	0.3588522800
YPL014W 	0.5494639420	-0.877482938		0.1092469210			0.3430641060						-0.129978574	0.3096659440				-0.236451932	-0.082009915	-0.034782330	-0.121546681	-0.502596525
YPL015C 	0.5494639420	-0.877482938		0.1092469210			0.3430641060						-0.129978574	0.3096659440				-0.236451932	-0.082009915	-0.034782330	-0.121546681	-0.502596525
YPL016W 	-0.180539749	-0.653447224		-0.303448802			0.1006913400						-0.144691018	-0.225573917					-0.275077947	-0.266532330	-0.160689538	
YPL017C 	-0.180539749	-0.653447224		-0.303448802			0.1006913400						-0.144691018	-0.225573917					-0.275077947	-0.266532330	-0.160689538	
YPL018W 	0.3316169910	-0.530447224	0.3128539930		0.6763108980	0.5466508120	0.7542321930	0.7551989640	0.1994086920	1.4337705180	0.8727074330	0.9923603980	0.7686109340	0.7597867960	0.2877377950	0.2796425090	-0.214989425	-0.295777136	-0.154688610	-0.187532330	-0.071832395	0.7197977120
YPL019C 	0.3316169910	-0.530447224	0.3128539930		0.6763108980	0.5466508120	0.7542321930	0.7551989640	0.1994086920	1.4337705180	0.8727074330	0.9923603980	0.7686109340	0.7597867960	0.2877377950	0.2796425090	-0.214989425	-0.295777136	-0.154688610	-0.187532330	-0.071832395	0.7197977120
YPL020C 	0.0315364220	0.2187670620		-0.584941877			-0.668265117						-0.065127132	-0.410238882				0.1509853420		-0.099032330	-0.048260967	0.9515233970
YPL021W 	-1.610250534	0.0966242050		-1.375278897			-1.102516325						-0.487885241	-0.935379877					0.1747989730	0.1794676700	0.2817390330	
YPL022W 	-0.216607125	-0.295232938	0.0720916620	0.5500991119	0.1834570190	0.2682499380	-0.068103980	-0.250832357	-0.045472917	-0.377214414	0.1087439940	-0.033279545	0.4283127870	0.1697245250	-0.168400927	-0.052328009	-0.229537226	0.1830726250	0.1423040290	0.0924676700	0.1973104620	0.8864431280
YPL023C 	-0.216607125	-0.295232938	0.0720916620	0.5500991119	0.1834570190	0.2682499380	-0.068103980	-0.250832357	-0.045472917	-0.377214414	0.1087439940	-0.033279545	0.4283127870	0.1697245250	-0.168400927	-0.052328009	-0.229537226	0.1830726250	0.1423040290	0.0924676700	0.1973104620	0.8864431280
YPL024W 	-0.115618472	-0.734107938	-0.399692237		-0.592878122	-0.191592303	0.2319765880	0.1276888770	-0.181490402	0.0374000930	0.0293695940	-0.188560167	1.0118065340	-0.000513490	-0.059871852	-0.220442433	-0.049079103	-0.189006267	-0.737190766	-0.110032330	-0.506975252	-0.090946650
YPL025C 	-0.115618472	-0.734107938	-0.399692237		-0.592878122	-0.191592303	0.2319765880	0.1276888770	-0.181490402	0.0374000930	0.0293695940	-0.188560167	1.0118065340	-0.000513490	-0.059871852	-0.220442433	-0.049079103	-0.189006267	-0.737190766	-0.110032330	-0.506975252	-0.090946650
YPL026C 	-0.412813650	-0.341107938		-1.259574503			-0.727415614						-0.213947927	-1.007514629				-1.201184317	-0.748989547	-0.134032330	-0.370118110	-2.066774697
YPL027W 	-0.238247550	0.1790527760		-1.007979773			-0.790894196							-0.684350940					0.0870539160	0.0882176700	0.1664533190	-0.277672731
YPL028W 	-0.063681450	0.0933384910		0.0652708770			0.1901384320							0.1769380000					-0.145523653	0.1784676700	-0.124022872	0.6726921210
YPL029W 	-0.378188969	0.2946242050	0.2559535300	0.2949986170	0.1766485140	0.2045764680	-0.652395472	0.1860534440	0.0825466770	-0.136996939	0.1350959890	0.2666387260	-0.078187763	-0.351088385	-0.052451800	-0.123215774	0.2476041920	0.2222219470	-0.023783660	0.2269676700	0.3366437950	0.8566249060
YPL030W 	0.2291856430	-0.732045438	0.2244210120		0.4015927790	0.4295139280	0.4974324760	0.4437811220	0.2187259890	0.5652186050	-0.147059839	0.4250537020	0.4374020110	0.7136205550	0.2405407870	0.4730141910	-0.040778806	-0.151670976	0.2207868030	0.0874676700	0.1375961760	1.2270332120
YPL031C 	0.2291856430	-0.732045438	0.2244210120		0.4015927790	0.4295139280	0.4974324760	0.4437811220	0.2187259890	0.5652186050	-0.147059839	0.4250537020	0.4374020110	0.7136205550	0.2405407870	0.4730141910	-0.040778806	-0.151670976	0.2207868030	0.0874676700	0.1375961760	1.2270332120
YPL032C 	0.0070106070	-0.068090081		0.5131907630			0.3618191420						-0.042805764	0.3515041000					-0.021581844	-0.105532330	-0.065832395	
YPL033C 	-1.178884717	0.0170170620	-0.669688964	-1.315142851	-0.421255287	-0.786050871	-0.975559161	-0.707555600	-0.962241884	-0.899532224	-0.335616579	-0.571847230	-0.141137308	-1.140242572	-1.088974649	-0.602987110	-0.014356989		0.0554694150	0.3699676700	0.3378818900	
YPL034W 	0.3849967070	-0.258295438		0.4847585000			0.2968978650						-0.458648163	0.2591716170					-0.198377001	0.1414676700	-0.007022872	
YPL035C 	-1.178884717	0.0170170620	-0.669688964	-1.315142851	-0.421255287	-0.786050871	-0.975559161	-0.707555600	-0.962241884	-0.899532224	-0.335616579	-0.571847230	-0.141137308	-1.140242572	-1.088974649	-0.602987110	-0.014356989		0.0554694150	0.3699676700	0.3378818900	
YPL036W 	0.0243229470	-0.558947224		0.3515500530			0.5161875110						0.2016557980	0.4784612630					0.1097431960	-0.123782330	0.0843104620	
YPL037C 	0.0243229470	-0.558947224		0.3515500530			0.5161875110						0.2016557980	0.4784612630					0.1097431960	-0.123782330	0.0843104620	
YPL038W 	0.2522687640	-0.103375795	0.3029681520		0.1922876030	0.2178092250	0.4397246740	-0.039582781	0.3456613830	0.3363935190	0.1477163930	0.3072563270	0.0253762610	0.5015443840	0.2787807760	0.2573380400	0.1268765000	0.0788586890	0.1118499780	0.2562176700	0.1753104620	0.2389560740
YPL039W 	0.4715584100	-0.144982938					0.1252171550						0.0467565360	0.2620570070				0.3897152770	0.3261906240	0.0934676700	0.2563104620	1.4863110090
YPL040C 	0.4715584100	-0.144982938					0.1252171550						0.0467565360	0.2620570070				0.3897152770	0.3261906240	0.0934676700	0.2563104620	1.4863110090
YPL041C 	-0.362319324	0.3285170620	-0.285106673	0.2593037920	-0.225500867	-0.375914264	-0.163321853	-0.660449817	-0.413081255	-0.499145863	-0.646974821	-0.491211697	0.1597538470	-0.192391931	-0.311798365	-0.271069397	-0.023578483	0.2369444860	0.0657434700	0.3822176700	0.1161676050	-0.202914417
